word,count,frequency
monarch,20,2.01261102066e-05
indictment,4,4.02522204131e-06
flatteries,6,6.03783306197e-06
trustless,1,1.00630551033e-06
blames,3,3.01891653098e-06
rail,40,4.02522204131e-05
evil,70,7.04413857229e-05
rais,27,2.71702487788e-05
horum,3,3.01891653098e-06
faiths,7,7.04413857229e-06
greedily,1,1.00630551033e-06
kept,113,0.000113712522667
thy,4360,0.00438749202503
taint,16,1.61008881652e-05
tho,1,1.00630551033e-06
literatured,1,1.00630551033e-06
the,30147,0.0303370922198
camps,9,9.05674959295e-06
therewith,2,2.01261102066e-06
halloo,1,1.00630551033e-06
hostilius,2,2.01261102066e-06
halloa,3,3.01891653098e-06
repose,28,2.81765542892e-05
wasps,3,3.01891653098e-06
hallow,10,1.00630551033e-05
adding,9,9.05674959295e-06
hurtless,1,1.00630551033e-06
hills,16,1.61008881652e-05
compeers,2,2.01261102066e-06
gipes,1,1.00630551033e-06
passive,1,1.00630551033e-06
unsphere,1,1.00630551033e-06
spread,35,3.52206928615e-05
transformed,8,8.05044408262e-06
hillo,1,1.00630551033e-06
antickly,1,1.00630551033e-06
basset,11,1.10693606136e-05
giltlesse,1,1.00630551033e-06
ashore,13,1.30819716343e-05
capp,2,2.01261102066e-06
caps,21,2.11324157169e-05
mocker,4,4.02522204131e-06
barge,12,1.20756661239e-05
cape,5,5.03152755164e-06
disadvantage,2,2.01261102066e-06
cozen,18,1.81134991859e-05
lapsed,1,1.00630551033e-06
_above,2,2.01261102066e-06
grizzle,1,1.00630551033e-06
security,16,1.61008881652e-05
antique,16,1.61008881652e-05
sends,41,4.12585259234e-05
odours,10,1.00630551033e-05
constables,1,1.00630551033e-06
skelter,1,1.00630551033e-06
heavie,1,1.00630551033e-06
purple,21,2.11324157169e-05
herring,5,5.03152755164e-06
comments,4,4.02522204131e-06
intendeth,1,1.00630551033e-06
clifford,139,0.000139876465936
gastness,1,1.00630551033e-06
englishmen,6,6.03783306197e-06
angering,1,1.00630551033e-06
provocations,1,1.00630551033e-06
proceed,74,7.44666077643e-05
damaske,1,1.00630551033e-06
dines,2,2.01261102066e-06
impenetrable,1,1.00630551033e-06
theirs,34,3.42143873511e-05
caithness,6,6.03783306197e-06
dined,3,3.01891653098e-06
bearest,4,4.02522204131e-06
cherish,29,2.91828597995e-05
gingerbread,1,1.00630551033e-06
thanes,6,6.03783306197e-06
dilemma,1,1.00630551033e-06
mantle,21,2.11324157169e-05
pays,28,2.81765542892e-05
delighted,6,6.03783306197e-06
preposterously,4,4.02522204131e-06
viewless,1,1.00630551033e-06
lewd,14,1.40882771446e-05
unchanging,1,1.00630551033e-06
fight,303,0.000304910569629
accordingly,10,1.00630551033e-05
dews,6,6.03783306197e-06
dewy,3,3.01891653098e-06
priam,59,5.93720251093e-05
dowry,26,2.61639432685e-05
veiled,2,2.01261102066e-06
inquir,2,2.01261102066e-06
seaventy,1,1.00630551033e-06
generosity,1,1.00630551033e-06
rialto,5,5.03152755164e-06
mails,1,1.00630551033e-06
hotter,7,7.04413857229e-06
inclusive,2,2.01261102066e-06
religiously,7,7.04413857229e-06
darting,2,2.01261102066e-06
evidence,11,1.10693606136e-05
manure,1,1.00630551033e-06
subsist,1,1.00630551033e-06
octavius,48,4.83026644957e-05
mole,10,1.00630551033e-05
physical,4,4.02522204131e-06
disputable,1,1.00630551033e-06
presumes,2,2.01261102066e-06
unwilling,11,1.10693606136e-05
funerall,3,3.01891653098e-06
_she,4,4.02522204131e-06
sorcery,2,2.01261102066e-06
guiltless,23,2.31450267375e-05
mightily,16,1.61008881652e-05
funerals,3,3.01891653098e-06
bacchanals,2,2.01261102066e-06
castaway,2,2.01261102066e-06
cheated,3,3.01891653098e-06
carrack,1,1.00630551033e-06
together,282,0.000283778153912
cheater,6,6.03783306197e-06
reception,1,1.00630551033e-06
healst,1,1.00630551033e-06
baited,7,7.04413857229e-06
conspirers,1,1.00630551033e-06
toothpick,2,2.01261102066e-06
grape,6,6.03783306197e-06
zone,1,1.00630551033e-06
flask,2,2.01261102066e-06
hums,3,3.01891653098e-06
flash,5,5.03152755164e-06
humh,5,5.03152755164e-06
glad,140,0.000140882771446
lorship,1,1.00630551033e-06
humd,1,1.00630551033e-06
hume,21,2.11324157169e-05
feebly,1,1.00630551033e-06
aldermen,7,7.04413857229e-06
woolly,2,2.01261102066e-06
liability,3,3.01891653098e-06
blast,16,1.61008881652e-05
feeble,41,4.12585259234e-05
raign,1,1.00630551033e-06
overshine,2,2.01261102066e-06
auld,1,1.00630551033e-06
fragile,1,1.00630551033e-06
p,3,3.01891653098e-06
distasteful,1,1.00630551033e-06
revolution,4,4.02522204131e-06
niggardly,4,4.02522204131e-06
thinkes,8,8.05044408262e-06
excrements,1,1.00630551033e-06
pabble,1,1.00630551033e-06
continence,1,1.00630551033e-06
scaffold,2,2.01261102066e-06
continency,2,2.01261102066e-06
satisfy,29,2.91828597995e-05
collateral,2,2.01261102066e-06
unsure,6,6.03783306197e-06
solum_,1,1.00630551033e-06
appeard,1,1.00630551033e-06
appeare,6,6.03783306197e-06
hoops,2,2.01261102066e-06
appears,61,6.138463613e-05
change,164,0.000165034103694
drollery,2,2.01261102066e-06
eke,10,1.00630551033e-05
trial,62,6.23909416403e-05
behav,2,2.01261102066e-06
retired,3,3.01891653098e-06
lending,4,4.02522204131e-06
retires,13,1.30819716343e-05
seashore,2,2.01261102066e-06
_still,1,1.00630551033e-06
rarely,14,1.40882771446e-05
whereunto,2,2.01261102066e-06
undividable,1,1.00630551033e-06
live,557,0.000560512169253
selfsame,6,6.03783306197e-06
drabbing,1,1.00630551033e-06
entrance,21,2.11324157169e-05
credulity,1,1.00630551033e-06
towers,9,9.05674959295e-06
afore,17,1.71071936756e-05
gathers,1,1.00630551033e-06
sprited,1,1.00630551033e-06
breeds,28,2.81765542892e-05
spy,30,3.01891653098e-05
dedicated,3,3.01891653098e-06
fortuned,1,1.00630551033e-06
saith,12,1.20756661239e-05
december,8,8.05044408262e-06
subsidies,1,1.00630551033e-06
supremacy,5,5.03152755164e-06
fortunes,122,0.00012276927226
sheepcote,1,1.00630551033e-06
purity,11,1.10693606136e-05
slackly,2,2.01261102066e-06
spe,1,1.00630551033e-06
wenches,29,2.91828597995e-05
bankrupt,14,1.40882771446e-05
malevolence,1,1.00630551033e-06
ancientry,2,2.01261102066e-06
means,277,0.000278746626361
trophies,7,7.04413857229e-06
gimmers,1,1.00630551033e-06
entrench,1,1.00630551033e-06
commix,2,2.01261102066e-06
penetrative,1,1.00630551033e-06
brazen,13,1.30819716343e-05
court,286,0.000287803375954
flourish,122,0.00012276927226
goal,4,4.02522204131e-06
remember,217,0.000218368295741
candles,7,7.04413857229e-06
ordinance,10,1.00630551033e-05
dishonoured,12,1.20756661239e-05
crept,17,1.71071936756e-05
offend,64,6.4403552661e-05
clover,1,1.00630551033e-06
lordliness,1,1.00630551033e-06
urswick,2,2.01261102066e-06
embassies,2,2.01261102066e-06
hotly,8,8.05044408262e-06
indeed,448,0.000450824868627
forfeit,30,3.01891653098e-05
recanter,1,1.00630551033e-06
muliteus,1,1.00630551033e-06
goad,1,1.00630551033e-06
dagonet,1,1.00630551033e-06
perdurably,1,1.00630551033e-06
cold,238,0.000239500711458
birds,46,4.62900534751e-05
glostershire,1,1.00630551033e-06
wiseness,1,1.00630551033e-06
acknowledge,20,2.01261102066e-05
selves,9,9.05674959295e-06
conquerors,7,7.04413857229e-06
backbitten,1,1.00630551033e-06
immortality,2,2.01261102066e-06
suffocate,3,3.01891653098e-06
norway,15,1.50945826549e-05
feats,14,1.40882771446e-05
halt,10,1.00630551033e-05
fling,8,8.05044408262e-06
flint,27,2.71702487788e-05
appoints,1,1.00630551033e-06
forbode,1,1.00630551033e-06
half,249,0.000250570072072
sweetenes,1,1.00630551033e-06
hall,48,4.83026644957e-05
barrow,1,1.00630551033e-06
wont,49,4.93089700061e-05
streaks,3,3.01891653098e-06
servant,503,0.000506171671695
skilless,4,4.02522204131e-06
headstrong,10,1.00630551033e-05
wond,9,9.05674959295e-06
encrimson,1,1.00630551033e-06
entirely,9,9.05674959295e-06
em,221,0.000222393517782
el,1,1.00630551033e-06
eo,1,1.00630551033e-06
en,152,0.00015295843757
fired,2,2.01261102066e-06
goose,33,3.32080818408e-05
errs,3,3.01891653098e-06
fires,24,2.41513322479e-05
montacute,1,1.00630551033e-06
ey,20,2.01261102066e-05
ex,1,1.00630551033e-06
eu,1,1.00630551033e-06
et,21,2.11324157169e-05
ev,40,4.02522204131e-05
es,3,3.01891653098e-06
er,678,0.000682275136002
shown,33,3.32080818408e-05
opened,2,2.01261102066e-06
space,33,3.32080818408e-05
maydenhead,2,2.01261102066e-06
hastily,8,8.05044408262e-06
unmoan,1,1.00630551033e-06
opener,1,1.00630551033e-06
showt,3,3.01891653098e-06
receiving,8,8.05044408262e-06
shows,117,0.000117737744708
quare,1,1.00630551033e-06
procrus,2,2.01261102066e-06
616,1,1.00630551033e-06
quart,6,6.03783306197e-06
rebel,28,2.81765542892e-05
inevitable,4,4.02522204131e-06
homily,1,1.00630551033e-06
unbrac,1,1.00630551033e-06
althaea,3,3.01891653098e-06
volquessen,1,1.00630551033e-06
fetters,2,2.01261102066e-06
palaces,7,7.04413857229e-06
saintlike,1,1.00630551033e-06
promotion,5,5.03152755164e-06
wimpled,1,1.00630551033e-06
striking,9,9.05674959295e-06
omitted,4,4.02522204131e-06
expir,3,3.01891653098e-06
impossible,41,4.12585259234e-05
forwarding,1,1.00630551033e-06
size,12,1.20756661239e-05
sheep,61,6.138463613e-05
sheer,2,2.01261102066e-06
sheet,15,1.50945826549e-05
silent,39,3.92459149028e-05
carouses,3,3.01891653098e-06
moated,2,2.01261102066e-06
breed,58,5.8365719599e-05
households,2,2.01261102066e-06
silenc,4,4.02522204131e-06
rambures,11,1.10693606136e-05
sheen,2,2.01261102066e-06
larder,1,1.00630551033e-06
lardes,1,1.00630551033e-06
courier,1,1.00630551033e-06
pelting,7,7.04413857229e-06
goodlier,2,2.01261102066e-06
larded,4,4.02522204131e-06
peck,12,1.20756661239e-05
fruite,2,2.01261102066e-06
rugged,5,5.03152755164e-06
anatomiz,2,2.01261102066e-06
overborne,6,6.03783306197e-06
plenteously,1,1.00630551033e-06
fruits,9,9.05674959295e-06
anatomie,1,1.00630551033e-06
shady,4,4.02522204131e-06
animis,1,1.00630551033e-06
rooks,2,2.01261102066e-06
surname,3,3.01891653098e-06
angel,56,5.63531085784e-05
rooky,1,1.00630551033e-06
correction,21,2.11324157169e-05
twinkled,1,1.00630551033e-06
unbuild,1,1.00630551033e-06
anger,73,7.34603022539e-05
anges,1,1.00630551033e-06
breakfast,16,1.61008881652e-05
mamillius,21,2.11324157169e-05
burghers,2,2.01261102066e-06
_solus_,5,5.03152755164e-06
plainer,4,4.02522204131e-06
plaines,1,1.00630551033e-06
undertakings,3,3.01891653098e-06
brutus,491,0.000494096005571
twould,26,2.61639432685e-05
sunset,4,4.02522204131e-06
dispersed,1,1.00630551033e-06
abraham,5,5.03152755164e-06
engirt,4,4.02522204131e-06
foaming,5,5.03152755164e-06
_quod,1,1.00630551033e-06
slaundrous,1,1.00630551033e-06
braggardism,1,1.00630551033e-06
conquered,7,7.04413857229e-06
boggle,1,1.00630551033e-06
paradoxes,2,2.01261102066e-06
ground,190,0.000191198046962
gnat,4,4.02522204131e-06
gnaw,10,1.00630551033e-05
enwraps,1,1.00630551033e-06
proportion,30,3.01891653098e-05
moneth,2,2.01261102066e-06
froward,14,1.40882771446e-05
emmanuel,1,1.00630551033e-06
limbecks,1,1.00630551033e-06
honourd,1,1.00630551033e-06
prides,1,1.00630551033e-06
honours,84,8.45296628675e-05
immodesty,1,1.00630551033e-06
medlar,6,6.03783306197e-06
verbosity,1,1.00630551033e-06
emboldened,1,1.00630551033e-06
breeches,8,8.05044408262e-06
_brutus,2,2.01261102066e-06
husband,350,0.000352206928615
chitopher,1,1.00630551033e-06
unmarried,2,2.01261102066e-06
fanned,1,1.00630551033e-06
famine,12,1.20756661239e-05
pretext,1,1.00630551033e-06
concern,12,1.20756661239e-05
unrelenting,3,3.01891653098e-06
powre,2,2.01261102066e-06
tackling,2,2.01261102066e-06
atonements,1,1.00630551033e-06
moraler,1,1.00630551033e-06
unworthie,1,1.00630551033e-06
justified,4,4.02522204131e-06
unlocks,1,1.00630551033e-06
lineament,2,2.01261102066e-06
article,19,1.91198046962e-05
dreadfull,2,2.01261102066e-06
priestess,1,1.00630551033e-06
deputed,1,1.00630551033e-06
prorogued,1,1.00630551033e-06
comet,4,4.02522204131e-06
comes,652,0.000656111192734
comer,2,2.01261102066e-06
dispatch,90,9.05674959295e-05
forehand,3,3.01891653098e-06
punishes,1,1.00630551033e-06
_lady,1,1.00630551033e-06
lumpish,1,1.00630551033e-06
turkey,5,5.03152755164e-06
punished,3,3.01891653098e-06
dangers,22,2.21387212272e-05
sisterhood,5,5.03152755164e-06
wounds,92,9.25801069501e-05
prefixt,1,1.00630551033e-06
observers,1,1.00630551033e-06
dwarfish,5,5.03152755164e-06
tost,3,3.01891653098e-06
countless,4,4.02522204131e-06
jointed,4,4.02522204131e-06
dregd,1,1.00630551033e-06
stinkingly,1,1.00630551033e-06
dregs,7,7.04413857229e-06
soil,30,3.01891653098e-05
soit,1,1.00630551033e-06
bias,13,1.30819716343e-05
embrace,79,7.94981353159e-05
bestial,3,3.01891653098e-06
heels,74,7.44666077643e-05
hent,3,3.01891653098e-06
multitudes,7,7.04413857229e-06
adversely,1,1.00630551033e-06
media,2,2.01261102066e-06
document,1,1.00630551033e-06
finish,16,1.61008881652e-05
fruit,40,4.02522204131e-05
tradition,3,3.01891653098e-06
purer,4,4.02522204131e-06
traps,2,2.01261102066e-06
trapp,2,2.01261102066e-06
allays,1,1.00630551033e-06
louring,3,3.01891653098e-06
protectorship,3,3.01891653098e-06
unprevented,1,1.00630551033e-06
touch,182,0.00018314760288
havocke,1,1.00630551033e-06
untented,1,1.00630551033e-06
benedicite,2,2.01261102066e-06
nimbler,2,2.01261102066e-06
treatment,1,1.00630551033e-06
complements,2,2.01261102066e-06
mournful,7,7.04413857229e-06
instructions,8,8.05044408262e-06
lade,1,1.00630551033e-06
hover,6,6.03783306197e-06
frown,57,5.73594140887e-05
read,219,0.000220380906762
basest,14,1.40882771446e-05
quickness,1,1.00630551033e-06
sharded,1,1.00630551033e-06
detract,2,2.01261102066e-06
tenedos,1,1.00630551033e-06
execution,50,5.03152755164e-05
reap,17,1.71071936756e-05
hovel,9,9.05674959295e-06
rear,21,2.11324157169e-05
martyrs,2,2.01261102066e-06
pounds,17,1.71071936756e-05
martyrd,1,1.00630551033e-06
downward,6,6.03783306197e-06
homicides,1,1.00630551033e-06
brainish,1,1.00630551033e-06
iupiter,1,1.00630551033e-06
servile,11,1.10693606136e-05
changeling,7,7.04413857229e-06
hacks,2,2.01261102066e-06
astronomer,1,1.00630551033e-06
rage,138,0.000138870160425
hisperia,1,1.00630551033e-06
peremptorily,1,1.00630551033e-06
putter,6,6.03783306197e-06
recorded,7,7.04413857229e-06
descents,1,1.00630551033e-06
diffidences,1,1.00630551033e-06
recorder,2,2.01261102066e-06
felt,45,4.52837479647e-05
farthingales,1,1.00630551033e-06
credite,1,1.00630551033e-06
tuition,1,1.00630551033e-06
porpus,1,1.00630551033e-06
seducing,3,3.01891653098e-06
hectic,1,1.00630551033e-06
todpole,1,1.00630551033e-06
fondness,3,3.01891653098e-06
paints,2,2.01261102066e-06
unhearts,1,1.00630551033e-06
chok,12,1.20756661239e-05
chop,11,1.10693606136e-05
coronal,2,2.01261102066e-06
greatly,12,1.20756661239e-05
heates,1,1.00630551033e-06
venuto,2,2.01261102066e-06
protests,4,4.02522204131e-06
_per,1,1.00630551033e-06
foining,2,2.01261102066e-06
verily,14,1.40882771446e-05
prepare,71,7.14476912333e-05
countrey,2,2.01261102066e-06
caitiffs,1,1.00630551033e-06
martlet,2,2.01261102066e-06
grange,4,4.02522204131e-06
stealth,10,1.00630551033e-05
immaculate,7,7.04413857229e-06
coloquintida,1,1.00630551033e-06
uproars,2,2.01261102066e-06
curiously,4,4.02522204131e-06
cottage,8,8.05044408262e-06
makst,1,1.00630551033e-06
plood,1,1.00630551033e-06
hire,18,1.81134991859e-05
dominical,1,1.00630551033e-06
bucket,3,3.01891653098e-06
wealthily,2,2.01261102066e-06
codling,1,1.00630551033e-06
guildenstern,65,6.54098581713e-05
oxen,8,8.05044408262e-06
subdue,11,1.10693606136e-05
mutuall,1,1.00630551033e-06
describe,2,2.01261102066e-06
moved,27,2.71702487788e-05
nero,4,4.02522204131e-06
mover,2,2.01261102066e-06
moves,26,2.61639432685e-05
stilde,1,1.00630551033e-06
oppresses,1,1.00630551033e-06
marvellously,2,2.01261102066e-06
steeds,14,1.40882771446e-05
thither,97,9.76116345018e-05
sanguis,1,1.00630551033e-06
mathematics,3,3.01891653098e-06
abodements,1,1.00630551033e-06
gaining,2,2.01261102066e-06
coherence,1,1.00630551033e-06
mutability,2,2.01261102066e-06
desolation,11,1.10693606136e-05
eanlings,1,1.00630551033e-06
torcher,1,1.00630551033e-06
torches,17,1.71071936756e-05
mourned,1,1.00630551033e-06
mistakings,1,1.00630551033e-06
forswear,30,3.01891653098e-05
doubted,9,9.05674959295e-06
mourner,5,5.03152755164e-06
strings,15,1.50945826549e-05
enlargeth,1,1.00630551033e-06
pointing,8,8.05044408262e-06
splitting,4,4.02522204131e-06
bequeath,20,2.01261102066e-05
_imprimis_,1,1.00630551033e-06
ravens,8,8.05044408262e-06
eyestrings,1,1.00630551033e-06
dinnertime,1,1.00630551033e-06
solicit,14,1.40882771446e-05
subtleties,2,2.01261102066e-06
mindes,1,1.00630551033e-06
vert,1,1.00630551033e-06
very,853,0.00085837860031
gawdes,1,1.00630551033e-06
robes,21,2.11324157169e-05
verb,1,1.00630551033e-06
vere,4,4.02522204131e-06
minded,18,1.81134991859e-05
robed,1,1.00630551033e-06
gawded,1,1.00630551033e-06
propinquity,1,1.00630551033e-06
misthought,1,1.00630551033e-06
foemen,3,3.01891653098e-06
vanquish,15,1.50945826549e-05
skin,36,3.62269983718e-05
mill,6,6.03783306197e-06
conscience,130,0.000130819716343
abundant,4,4.02522204131e-06
dribbling,1,1.00630551033e-06
witnesses,10,1.00630551033e-05
laming,1,1.00630551033e-06
repugnant,1,1.00630551033e-06
quoit,1,1.00630551033e-06
answers,24,2.41513322479e-05
medcine,1,1.00630551033e-06
strond,2,2.01261102066e-06
strong,225,0.000226418739824
seely,1,1.00630551033e-06
disclaimers,1,1.00630551033e-06
rore,1,1.00630551033e-06
soldier,284,0.000285790764933
unplagu,1,1.00630551033e-06
interposes,1,1.00630551033e-06
interposer,1,1.00630551033e-06
toughness,1,1.00630551033e-06
impiety,8,8.05044408262e-06
bordered,1,1.00630551033e-06
hogs,3,3.01891653098e-06
slavish,7,7.04413857229e-06
deject,3,3.01891653098e-06
unpleasant,1,1.00630551033e-06
injury,31,3.11954708202e-05
pretia,1,1.00630551033e-06
brinded,1,1.00630551033e-06
browner,3,3.01891653098e-06
_edmund,1,1.00630551033e-06
broke,91,9.15738014398e-05
hurry,4,4.02522204131e-06
immoderately,1,1.00630551033e-06
purposeth,2,2.01261102066e-06
wafts,2,2.01261102066e-06
chetas,1,1.00630551033e-06
sweeps,3,3.01891653098e-06
peals,1,1.00630551033e-06
ning,38,3.82396093925e-05
sapphires,1,1.00630551033e-06
implorators,1,1.00630551033e-06
pushes,3,3.01891653098e-06
courtesies,10,1.00630551033e-05
lacke,1,1.00630551033e-06
revelry,1,1.00630551033e-06
lacks,17,1.71071936756e-05
uncheck,1,1.00630551033e-06
1053,1,1.00630551033e-06
1057,1,1.00630551033e-06
chopp,3,3.01891653098e-06
chops,4,4.02522204131e-06
chopt,4,4.02522204131e-06
ratified,4,4.02522204131e-06
foresees,1,1.00630551033e-06
cloying,1,1.00630551033e-06
unearthly,1,1.00630551033e-06
capitaine,1,1.00630551033e-06
gash,6,6.03783306197e-06
twyn,1,1.00630551033e-06
ft,1,1.00630551033e-06
fy,2,2.01261102066e-06
fa,6,6.03783306197e-06
outstrike,1,1.00630551033e-06
embrac,13,1.30819716343e-05
fe,4,4.02522204131e-06
gasp,8,8.05044408262e-06
fl,1,1.00630551033e-06
vastidity,1,1.00630551033e-06
fo,4,4.02522204131e-06
bugs,3,3.01891653098e-06
scaring,1,1.00630551033e-06
feed,92,9.25801069501e-05
displacest,1,1.00630551033e-06
auburn,1,1.00630551033e-06
shrewish,1,1.00630551033e-06
tearsheet,10,1.00630551033e-05
queller,3,3.01891653098e-06
bringeth,2,2.01261102066e-06
finem,1,1.00630551033e-06
labours,14,1.40882771446e-05
fruitful,16,1.61008881652e-05
astonish,7,7.04413857229e-06
paracelsus,1,1.00630551033e-06
botcher,3,3.01891653098e-06
botches,1,1.00630551033e-06
fines,5,5.03152755164e-06
finer,6,6.03783306197e-06
fool,495,0.000498121227612
food,73,7.34603022539e-05
pglaf,2,2.01261102066e-06
foot,200,0.000201261102066
gaol,10,1.00630551033e-05
rootedly,1,1.00630551033e-06
staples,1,1.00630551033e-06
desperately,4,4.02522204131e-06
shudd,1,1.00630551033e-06
sympathy,12,1.20756661239e-05
fully,14,1.40882771446e-05
capability,1,1.00630551033e-06
demoiselle_,1,1.00630551033e-06
referred,1,1.00630551033e-06
pamper,3,3.01891653098e-06
taunted,1,1.00630551033e-06
dears,1,1.00630551033e-06
presumptuous,5,5.03152755164e-06
robert,44,4.42774424544e-05
since,488,0.00049107708904
stoups,1,1.00630551033e-06
deare,6,6.03783306197e-06
smock,8,8.05044408262e-06
pun,1,1.00630551033e-06
asp,3,3.01891653098e-06
pythagoras,4,4.02522204131e-06
bass,3,3.01891653098e-06
swol,4,4.02522204131e-06
gamester,8,8.05044408262e-06
dung,1,1.00630551033e-06
darius,1,1.00630551033e-06
unweighed,1,1.00630551033e-06
base,178,0.000179122380838
dire,21,2.11324157169e-05
exactest,1,1.00630551033e-06
put,530,0.000533341920474
swor,3,3.01891653098e-06
ash,2,2.01261102066e-06
bask,1,1.00630551033e-06
heroic,1,1.00630551033e-06
dip,3,3.01891653098e-06
persists,1,1.00630551033e-06
cheering,4,4.02522204131e-06
_squeezes,1,1.00630551033e-06
scouts,5,5.03152755164e-06
knots,9,9.05674959295e-06
erweens,1,1.00630551033e-06
