word,count,frequency
ein,1,1.00630551033e-06
zenith,1,1.00630551033e-06
consults,1,1.00630551033e-06
prenez,1,1.00630551033e-06
commander,13,1.30819716343e-05
unloving,1,1.00630551033e-06
evening,21,2.11324157169e-05
brakenbury,21,2.11324157169e-05
commanded,41,4.12585259234e-05
thrills,1,1.00630551033e-06
figuring,3,3.01891653098e-06
followers,50,5.03152755164e-05
musket,1,1.00630551033e-06
noble,675,0.000679256219471
thunderbolt,5,5.03152755164e-06
closest,1,1.00630551033e-06
favorites,1,1.00630551033e-06
allaying,2,2.01261102066e-06
solicitation,3,3.01891653098e-06
nobly,39,3.92459149028e-05
enchanting,8,8.05044408262e-06
severs,1,1.00630551033e-06
bondage,23,2.31450267375e-05
severe,9,9.05674959295e-06
breeze,1,1.00630551033e-06
complainer,1,1.00630551033e-06
severn,6,6.03783306197e-06
ravenspurg,3,3.01891653098e-06
entertainments,1,1.00630551033e-06
noah,2,2.01261102066e-06
fester,3,3.01891653098e-06
armour,52,5.2327886537e-05
toby,207,0.000208305240638
shouts,13,1.30819716343e-05
ounces,1,1.00630551033e-06
mingling,3,3.01891653098e-06
pocky,1,1.00630551033e-06
quickens,2,2.01261102066e-06
worthied,1,1.00630551033e-06
meditance,1,1.00630551033e-06
envie,1,1.00630551033e-06
certaine,5,5.03152755164e-06
rules,11,1.10693606136e-05
ruler,6,6.03783306197e-06
_seems,1,1.00630551033e-06
repetitions,1,1.00630551033e-06
calendars,1,1.00630551033e-06
stools,5,5.03152755164e-06
briefest,1,1.00630551033e-06
overlooks,2,2.01261102066e-06
listening,8,8.05044408262e-06
stoole,1,1.00630551033e-06
honestie,4,4.02522204131e-06
ruled,7,7.04413857229e-06
conversing,2,2.01261102066e-06
misquote,1,1.00630551033e-06
winnows,1,1.00630551033e-06
greeting,23,2.31450267375e-05
miracle,27,2.71702487788e-05
untangle,1,1.00630551033e-06
oblivion,17,1.71071936756e-05
t,1330,0.00133838632874
minnowes,1,1.00630551033e-06
shrewishness,1,1.00630551033e-06
walloon,1,1.00630551033e-06
miscreant,4,4.02522204131e-06
bless,131,0.000131826021853
passions,20,2.01261102066e-05
loathness,3,3.01891653098e-06
_youth,1,1.00630551033e-06
thereunto,3,3.01891653098e-06
thron,3,3.01891653098e-06
equivalent,1,1.00630551033e-06
balked,1,1.00630551033e-06
throe,1,1.00630551033e-06
uneasy,4,4.02522204131e-06
teares,3,3.01891653098e-06
throw,111,0.000111699911646
garboils,2,2.01261102066e-06
wolt,1,1.00630551033e-06
lamely,4,4.02522204131e-06
wolf,39,3.92459149028e-05
remonstrance,1,1.00630551033e-06
jetted,1,1.00630551033e-06
stratagem,10,1.00630551033e-05
overlusty,1,1.00630551033e-06
decimation,1,1.00630551033e-06
unregist,1,1.00630551033e-06
eftest,1,1.00630551033e-06
lob,2,2.01261102066e-06
loa,1,1.00630551033e-06
jowl,1,1.00630551033e-06
log,4,4.02522204131e-06
loe,4,4.02522204131e-06
removing,4,4.02522204131e-06
cankers,4,4.02522204131e-06
loo,6,6.03783306197e-06
los,2,2.01261102066e-06
lop,4,4.02522204131e-06
lov,185,0.000186166519411
low,112,0.000112706217157
lot,7,7.04413857229e-06
lou,2,2.01261102066e-06
somerset,147,0.000147926910018
gudgeon,1,1.00630551033e-06
groan,43,4.32711369441e-05
drains,1,1.00630551033e-06
groat,6,6.03783306197e-06
bellows,5,5.03152755164e-06
sadness,24,2.41513322479e-05
postures,2,2.01261102066e-06
revengers,1,1.00630551033e-06
exasperates,1,1.00630551033e-06
stealers,1,1.00630551033e-06
milking,1,1.00630551033e-06
woeful,39,3.92459149028e-05
philippan,1,1.00630551033e-06
suites,1,1.00630551033e-06
peat,3,3.01891653098e-06
drift,20,2.01261102066e-05
peas,3,3.01891653098e-06
peal,7,7.04413857229e-06
unskilfully,1,1.00630551033e-06
peak,2,2.01261102066e-06
suited,10,1.00630551033e-05
aconitum,1,1.00630551033e-06
banishment,41,4.12585259234e-05
franticly,2,2.01261102066e-06
publish,14,1.40882771446e-05
foreshow,2,2.01261102066e-06
solanio,24,2.41513322479e-05
chopine,1,1.00630551033e-06
foster,6,6.03783306197e-06
erects,1,1.00630551033e-06
abridg,2,2.01261102066e-06
attribution,1,1.00630551033e-06
rhesus,1,1.00630551033e-06
loiterers,1,1.00630551033e-06
ouches,1,1.00630551033e-06
allur,1,1.00630551033e-06
concurring,1,1.00630551033e-06
solemnities,1,1.00630551033e-06
bove,4,4.02522204131e-06
deficient,2,2.01261102066e-06
devided,1,1.00630551033e-06
misleaders,1,1.00630551033e-06
impeachments,1,1.00630551033e-06
ecce,1,1.00630551033e-06
wearer,3,3.01891653098e-06
weares,2,2.01261102066e-06
study,67,6.7422469192e-05
noontide,5,5.03152755164e-06
relenting,3,3.01891653098e-06
appertaining,3,3.01891653098e-06
jarring,4,4.02522204131e-06
unheard,4,4.02522204131e-06
deliciousness,1,1.00630551033e-06
nant,1,1.00630551033e-06
deborah,1,1.00630551033e-06
him_,5,5.03152755164e-06
tertio_,1,1.00630551033e-06
loose,66,6.64161636816e-05
irae,1,1.00630551033e-06
iras,43,4.32711369441e-05
whine,2,2.01261102066e-06
family,10,1.00630551033e-05
virgine,1,1.00630551033e-06
courtier,42,4.22648314338e-05
virgins,11,1.10693606136e-05
aimed,1,1.00630551033e-06
toys,15,1.50945826549e-05
lewdness,2,2.01261102066e-06
taker,3,3.01891653098e-06
takes,123,0.00012377557777
saxony,1,1.00630551033e-06
contains,12,1.20756661239e-05
saxons,2,2.01261102066e-06
abstaining,1,1.00630551033e-06
taken,99,9.96242455224e-05
dealest,1,1.00630551033e-06
chestnut,3,3.01891653098e-06
sheweth,1,1.00630551033e-06
instrumental,1,1.00630551033e-06
excuse,89,8.95611904192e-05
howlings,1,1.00630551033e-06
mounted,19,1.91198046962e-05
legitimation,1,1.00630551033e-06
corpulent,1,1.00630551033e-06
offender,16,1.61008881652e-05
mazard,2,2.01261102066e-06
blust,1,1.00630551033e-06
accumulated,1,1.00630551033e-06
pawns,1,1.00630551033e-06
offended,48,4.83026644957e-05
fronted,2,2.01261102066e-06
propounded,1,1.00630551033e-06
history,24,2.41513322479e-05
visagd,1,1.00630551033e-06
visage,35,3.52206928615e-05
cowl,1,1.00630551033e-06
stinging,3,3.01891653098e-06
prose,2,2.01261102066e-06
firmly,9,9.05674959295e-06
calms,1,1.00630551033e-06
cataian,2,2.01261102066e-06
beggars,26,2.61639432685e-05
communicat,1,1.00630551033e-06
complexions,7,7.04413857229e-06
pleached,2,2.01261102066e-06
sneak,4,4.02522204131e-06
sneap,1,1.00630551033e-06
syria,7,7.04413857229e-06
gardeners,5,5.03152755164e-06
invasion,2,2.01261102066e-06
unlink,2,2.01261102066e-06
enactures,1,1.00630551033e-06
beardless,2,2.01261102066e-06
dread,55,5.5346803068e-05
perjured,4,4.02522204131e-06
banks,18,1.81134991859e-05
dispersing,1,1.00630551033e-06
dream,143,0.000143901687977
crafty,12,1.20756661239e-05
understandeth,1,1.00630551033e-06
help,346,0.000348181706573
urine,3,3.01891653098e-06
soon,158,0.000158996270632
held,92,9.25801069501e-05
helm,18,1.81134991859e-05
hell,184,0.0001851602139
_ben,1,1.00630551033e-06
teeming,6,6.03783306197e-06
_nym,1,1.00630551033e-06
protheus,1,1.00630551033e-06
forbear,61,6.138463613e-05
groping,1,1.00630551033e-06
yn,1,1.00630551033e-06
ye,342,0.000344156484532
reigning,2,2.01261102066e-06
vomit,5,5.03152755164e-06
anticipates,1,1.00630551033e-06
erection,3,3.01891653098e-06
gentlenesse,1,1.00630551033e-06
imprisoned,6,6.03783306197e-06
ifs,1,1.00630551033e-06
sundays,2,2.01261102066e-06
occasions,18,1.81134991859e-05
stopped,1,1.00630551033e-06
frivolous,3,3.01891653098e-06
minstrels,7,7.04413857229e-06
hales,3,3.01891653098e-06
_pour,1,1.00630551033e-06
haled,2,2.01261102066e-06
handlest,1,1.00630551033e-06
handless,2,2.01261102066e-06
trusty,20,2.01261102066e-05
unnatural,39,3.92459149028e-05
douglas,59,5.93720251093e-05
trusts,4,4.02522204131e-06
howsoever,9,9.05674959295e-06
issue,116,0.000116731439198
outrun,8,8.05044408262e-06
gardener,8,8.05044408262e-06
reck,6,6.03783306197e-06
ciphers,1,1.00630551033e-06
harfleur,11,1.10693606136e-05
reason,314,0.000315979930243
impertinency,1,1.00630551033e-06
unbecoming,1,1.00630551033e-06
launch,1,1.00630551033e-06
launce,83,8.35233573572e-05
persuading,3,3.01891653098e-06
belgia,2,2.01261102066e-06
lavinia,75,7.54729132746e-05
fayre,1,1.00630551033e-06
belzebub,3,3.01891653098e-06
blush,68,6.84287747023e-05
assign,8,8.05044408262e-06
beggary,12,1.20756661239e-05
hynde,2,2.01261102066e-06
knocking,23,2.31450267375e-05
unaccompanied,2,2.01261102066e-06
soveraigne,2,2.01261102066e-06
philarmonus,1,1.00630551033e-06
yeelded,1,1.00630551033e-06
wonderful,24,2.41513322479e-05
selling,3,3.01891653098e-06
placentio,1,1.00630551033e-06
mistres,1,1.00630551033e-06
labienus,1,1.00630551033e-06
unshunn,1,1.00630551033e-06
authors,7,7.04413857229e-06
cadwallader,1,1.00630551033e-06
anticipate,1,1.00630551033e-06
tunis,9,9.05674959295e-06
battering,2,2.01261102066e-06
cardinally,1,1.00630551033e-06
udders,1,1.00630551033e-06
withered,8,8.05044408262e-06
imagin,8,8.05044408262e-06
evasion,4,4.02522204131e-06
trance,3,3.01891653098e-06
officers,94,9.45927179708e-05
swallowing,8,8.05044408262e-06
signiory,1,1.00630551033e-06
applauded,1,1.00630551033e-06
signiors,3,3.01891653098e-06
experienced,1,1.00630551033e-06
rudeliest,1,1.00630551033e-06
educate,1,1.00630551033e-06
kam,1,1.00630551033e-06
mace,8,8.05044408262e-06
unwapper,1,1.00630551033e-06
puddings,3,3.01891653098e-06
loopholes,1,1.00630551033e-06
noone,1,1.00630551033e-06
bolins,1,1.00630551033e-06
unreasonable,4,4.02522204131e-06
unreasonably,1,1.00630551033e-06
harlots,3,3.01891653098e-06
usual,6,6.03783306197e-06
hips,6,6.03783306197e-06
perseverance,2,2.01261102066e-06
scorched,1,1.00630551033e-06
rhymers,2,2.01261102066e-06
registers,1,1.00630551033e-06
dismall,1,1.00630551033e-06
northern,11,1.10693606136e-05
duncan,38,3.82396093925e-05
unwillingly,6,6.03783306197e-06
forgetive,1,1.00630551033e-06
proface,1,1.00630551033e-06
unswept,3,3.01891653098e-06
reneges,1,1.00630551033e-06
imparted,1,1.00630551033e-06
pontic,1,1.00630551033e-06
assaulted,2,2.01261102066e-06
marryed,1,1.00630551033e-06
ancus,1,1.00630551033e-06
chimney,9,9.05674959295e-06
alexander,34,3.42143873511e-05
catches,5,5.03152755164e-06
catcher,2,2.01261102066e-06
badge,15,1.50945826549e-05
alteration,10,1.00630551033e-05
catched,1,1.00630551033e-06
_rising,2,2.01261102066e-06
poisoned,4,4.02522204131e-06
courteous,22,2.21387212272e-05
surfeiting,4,4.02522204131e-06
theban,2,2.01261102066e-06
precursors,1,1.00630551033e-06
constellation,2,2.01261102066e-06
feskue,1,1.00630551033e-06
potently,2,2.01261102066e-06
forswearing,2,2.01261102066e-06
conditions,30,3.01891653098e-05
fiddlestick,2,2.01261102066e-06
huntsmen,6,6.03783306197e-06
colourable,1,1.00630551033e-06
rudiments,3,3.01891653098e-06
distinguish,13,1.30819716343e-05
dally,13,1.30819716343e-05
toward,108,0.000108680995115
secrets,27,2.71702487788e-05
comptrollers,1,1.00630551033e-06
protector,57,5.73594140887e-05
usest,5,5.03152755164e-06
puritan,7,7.04413857229e-06
hewn,2,2.01261102066e-06
hews,2,2.01261102066e-06
vessel,38,3.82396093925e-05
along,118,0.000118744050219
stamp,35,3.52206928615e-05
dams,1,1.00630551033e-06
damp,2,2.01261102066e-06
damn,87,8.75485793985e-05
damm,2,2.01261102066e-06
collected,12,1.20756661239e-05
dame,36,3.62269983718e-05
tripolis,3,3.01891653098e-06
heaviest,7,7.04413857229e-06
katherina,111,0.000111699911646
katherine,22,2.21387212272e-05
preciseness,1,1.00630551033e-06
bidding,27,2.71702487788e-05
whetteth,1,1.00630551033e-06
loon,1,1.00630551033e-06
soiled,1,1.00630551033e-06
look,982,0.000988192011142
loof,1,1.00630551033e-06
rope,17,1.71071936756e-05
endanger,2,2.01261102066e-06
coxcomb,19,1.91198046962e-05
loop,3,3.01891653098e-06
reade,3,3.01891653098e-06
fickleness,1,1.00630551033e-06
cassius,231,0.000232456572886
danes,4,4.02522204131e-06
iumpe,1,1.00630551033e-06
confound,41,4.12585259234e-05
reads,47,4.72963589854e-05
ready,154,0.00015497104859
hoar,6,6.03783306197e-06
welshman,6,6.03783306197e-06
transylvanian,1,1.00630551033e-06
terras,1,1.00630551033e-06
discredit,5,5.03152755164e-06
terram,1,1.00630551033e-06
conflict,10,1.00630551033e-05
factionary,1,1.00630551033e-06
covetous,9,9.05674959295e-06
pomegranate,3,3.01891653098e-06
censure,30,3.01891653098e-05
arbitrators,1,1.00630551033e-06
inflam,3,3.01891653098e-06
pricke,1,1.00630551033e-06
older,5,5.03152755164e-06
carousing,2,2.01261102066e-06
pricks,12,1.20756661239e-05
carpets,1,1.00630551033e-06
grossly,20,2.01261102066e-05
weakest,5,5.03152755164e-06
revells,1,1.00630551033e-06
morsel,9,9.05674959295e-06
overflown,1,1.00630551033e-06
baptis,1,1.00630551033e-06
cocks,4,4.02522204131e-06
retirement,5,5.03152755164e-06
1078,1,1.00630551033e-06
decayed,4,4.02522204131e-06
1072,1,1.00630551033e-06
rebeck,1,1.00630551033e-06
decayer,1,1.00630551033e-06
remaining,8,8.05044408262e-06
elves,8,8.05044408262e-06
lacking,9,9.05674959295e-06
_suivez,1,1.00630551033e-06
sharers,1,1.00630551033e-06
game,27,2.71702487788e-05
wiser,15,1.50945826549e-05
wings,64,6.4403552661e-05
outright,5,5.03152755164e-06
resolv,39,3.92459149028e-05
resolu,1,1.00630551033e-06
causeth,1,1.00630551033e-06
diapason,1,1.00630551033e-06
sylla,1,1.00630551033e-06
saturdays,1,1.00630551033e-06
largeness,2,2.01261102066e-06
metres,1,1.00630551033e-06
lingers,4,4.02522204131e-06
clinking,1,1.00630551033e-06
savage,35,3.52206928615e-05
nonproprietary,1,1.00630551033e-06
fettle,1,1.00630551033e-06
conditionally,1,1.00630551033e-06
providence,6,6.03783306197e-06
enthroand,1,1.00630551033e-06
forgets,4,4.02522204131e-06
clownish,2,2.01261102066e-06
tabor,10,1.00630551033e-05
vengeances,1,1.00630551033e-06
stem,8,8.05044408262e-06
step,33,3.32080818408e-05
stew,11,1.10693606136e-05
lasts,4,4.02522204131e-06
ache,20,2.01261102066e-05
shine,54,5.43404975577e-05
debatement,2,2.01261102066e-06
shins,4,4.02522204131e-06
bridle,6,6.03783306197e-06
shiny,1,1.00630551033e-06
bourbier_,1,1.00630551033e-06
dangle,1,1.00630551033e-06
panders,2,2.01261102066e-06
within,504,0.000507177977205
jurymen,1,1.00630551033e-06
smells,13,1.30819716343e-05
worshipper,2,2.01261102066e-06
practisants,1,1.00630551033e-06
mulieres,1,1.00630551033e-06
blissefull,1,1.00630551033e-06
rummage,1,1.00630551033e-06
duly,8,8.05044408262e-06
dipp,1,1.00630551033e-06
dips,1,1.00630551033e-06
specialty,1,1.00630551033e-06
riming,1,1.00630551033e-06
fairings,1,1.00630551033e-06
properly,5,5.03152755164e-06
segregation,1,1.00630551033e-06
hares,4,4.02522204131e-06
dull,123,0.00012377557777
bevel,1,1.00630551033e-06
sturdy,2,2.01261102066e-06
accustomed,2,2.01261102066e-06
intendment,3,3.01891653098e-06
vassalage,2,2.01261102066e-06
popularity,2,2.01261102066e-06
mindful,1,1.00630551033e-06
phisnomy,1,1.00630551033e-06
chafed,5,5.03152755164e-06
unwise,3,3.01891653098e-06
unwish,2,2.01261102066e-06
kidney,2,2.01261102066e-06
complots,3,3.01891653098e-06
sullen,19,1.91198046962e-05
charactered,1,1.00630551033e-06
jesting,5,5.03152755164e-06
misinterpreting,1,1.00630551033e-06
recognizances,1,1.00630551033e-06
pretended,3,3.01891653098e-06
frances,1,1.00630551033e-06
_les,4,4.02522204131e-06
reservation,5,5.03152755164e-06
neoptolemus,1,1.00630551033e-06
france_,3,3.01891653098e-06
indissoluble,1,1.00630551033e-06
cribs,1,1.00630551033e-06
fallows,1,1.00630551033e-06
thunderer,1,1.00630551033e-06
cribb,1,1.00630551033e-06
berries,8,8.05044408262e-06
sounded,24,2.41513322479e-05
cannikin,2,2.01261102066e-06
cheerful,18,1.81134991859e-05
ruminate,8,8.05044408262e-06
kate,108,0.000108680995115
excludes,1,1.00630551033e-06
shackles,7,7.04413857229e-06
stave,1,1.00630551033e-06
arrogance,6,6.03783306197e-06
arrogancy,1,1.00630551033e-06
behalf,45,4.52837479647e-05
calaber,1,1.00630551033e-06
virtuous,102,0.000102643162053
reconcilement,1,1.00630551033e-06
larkes,1,1.00630551033e-06
mastership,3,3.01891653098e-06
trough,1,1.00630551033e-06
singeing,1,1.00630551033e-06
unduteous,1,1.00630551033e-06
piedness,1,1.00630551033e-06
barbary,12,1.20756661239e-05
_biondello,1,1.00630551033e-06
mercurial,1,1.00630551033e-06
gualtier,2,2.01261102066e-06
frays,1,1.00630551033e-06
defiling,2,2.01261102066e-06
zo,1,1.00630551033e-06
booty,4,4.02522204131e-06
lowdenesse,1,1.00630551033e-06
managed,2,2.01261102066e-06
honord,1,1.00630551033e-06
boots,27,2.71702487788e-05
decreed,9,9.05674959295e-06
cadwal,8,8.05044408262e-06
noise,114,0.000114718828177
picked,4,4.02522204131e-06
fellies,1,1.00630551033e-06
decrees,12,1.20756661239e-05
poke,1,1.00630551033e-06
paintings,2,2.01261102066e-06
bluntly,3,3.01891653098e-06
shriving,2,2.01261102066e-06
accomplices,1,1.00630551033e-06
dispossess,5,5.03152755164e-06
cozened,4,4.02522204131e-06
commercial,2,2.01261102066e-06
brooch,7,7.04413857229e-06
quell,6,6.03783306197e-06
taborer,4,4.02522204131e-06
cozener,1,1.00630551033e-06
newness,3,3.01891653098e-06
bellyful,2,2.01261102066e-06
chant,3,3.01891653098e-06
overseen,1,1.00630551033e-06
haunts,9,9.05674959295e-06
corin,35,3.52206928615e-05
644,1,1.00630551033e-06
649,1,1.00630551033e-06
chang,31,3.11954708202e-05
behead,1,1.00630551033e-06
chanc,7,7.04413857229e-06
wid,1,1.00630551033e-06
win,123,0.00012377557777
hospitable,3,3.01891653098e-06
wiv,3,3.01891653098e-06
hyperbolical,2,2.01261102066e-06
wit,280,0.000281765542892
wis,2,2.01261102066e-06
wip,11,1.10693606136e-05
crav,2,2.01261102066e-06
remains,43,4.32711369441e-05
cheeke,2,2.01261102066e-06
craz,5,5.03152755164e-06
hydra,5,5.03152755164e-06
crab,14,1.40882771446e-05
cram,6,6.03783306197e-06
simpler,2,2.01261102066e-06
remaine,1,1.00630551033e-06
cheeks,92,9.25801069501e-05
cosmo,1,1.00630551033e-06
artois,1,1.00630551033e-06
sc_6,2,2.01261102066e-06
started,5,5.03152755164e-06
felicitate,1,1.00630551033e-06
unfaithful,1,1.00630551033e-06
disabling,1,1.00630551033e-06
looketh,1,1.00630551033e-06
750175,1,1.00630551033e-06
crosses,14,1.40882771446e-05
crossed,2,2.01261102066e-06
smartly,1,1.00630551033e-06
calibans,1,1.00630551033e-06
ushers,2,2.01261102066e-06
courages,1,1.00630551033e-06
atone,7,7.04413857229e-06
climbeth,1,1.00630551033e-06
sc_9,2,2.01261102066e-06
consulships,1,1.00630551033e-06
hallooing,1,1.00630551033e-06
skirr,2,2.01261102066e-06
skirt,1,1.00630551033e-06
designment,1,1.00630551033e-06
scroop,31,3.11954708202e-05
frontiers,4,4.02522204131e-06
conquers,5,5.03152755164e-06
elvish,1,1.00630551033e-06
catesby,72,7.24539967436e-05
conquerd,1,1.00630551033e-06
belongings,1,1.00630551033e-06
amyntas,1,1.00630551033e-06
wiltshire,8,8.05044408262e-06
lordly,7,7.04413857229e-06
bakers,1,1.00630551033e-06
spaniels,1,1.00630551033e-06
fattest,2,2.01261102066e-06
astronomical,1,1.00630551033e-06
pomewater,1,1.00630551033e-06
unstaid,3,3.01891653098e-06
imitate,13,1.30819716343e-05
vrge,1,1.00630551033e-06
playfellow,7,7.04413857229e-06
poize,1,1.00630551033e-06
attorneyed,1,1.00630551033e-06
contemns,1,1.00630551033e-06
affectations,1,1.00630551033e-06
bezonians,1,1.00630551033e-06
hands,339,0.000341137568001
handy,1,1.00630551033e-06
grumbling,3,3.01891653098e-06
revolted,12,1.20756661239e-05
crossing,5,5.03152755164e-06
ursa,1,1.00630551033e-06
shaking,14,1.40882771446e-05
legions,20,2.01261102066e-05
beshrew,34,3.42143873511e-05
butcheries,2,2.01261102066e-06
unwind,2,2.01261102066e-06
illuminate,1,1.00630551033e-06
_gloucester,2,2.01261102066e-06
provender,6,6.03783306197e-06
700,1,1.00630551033e-06
poisoner,3,3.01891653098e-06
illo,1,1.00630551033e-06
tarrying,4,4.02522204131e-06
steadier,1,1.00630551033e-06
woefullest,1,1.00630551033e-06
marigolds,2,2.01261102066e-06
confess,146,0.000146920604508
unlawful,11,1.10693606136e-05
confest,2,2.01261102066e-06
remiss,5,5.03152755164e-06
wondrous,41,4.12585259234e-05
pendent,3,3.01891653098e-06
franchisement,1,1.00630551033e-06
_portotartarossa,1,1.00630551033e-06
withering,4,4.02522204131e-06
mares,2,2.01261102066e-06
shrew,17,1.71071936756e-05
learnt,6,6.03783306197e-06
hostile,5,5.03152755164e-06
intoxicates,1,1.00630551033e-06
applications,1,1.00630551033e-06
counterpart,1,1.00630551033e-06
stride,6,6.03783306197e-06
reeles,1,1.00630551033e-06
spok,3,3.01891653098e-06
benediction,6,6.03783306197e-06
aglet,1,1.00630551033e-06
clamour,19,1.91198046962e-05
beadle,16,1.61008881652e-05
eminence,8,8.05044408262e-06
precisely,6,6.03783306197e-06
hateth,4,4.02522204131e-06
scowrd,1,1.00630551033e-06
data,1,1.00630551033e-06
bassanio,127,0.000127800799812
perfectly,4,4.02522204131e-06
prone,7,7.04413857229e-06
rowlands,1,1.00630551033e-06
eastwind,1,1.00630551033e-06
lucullius,1,1.00630551033e-06
nyas,1,1.00630551033e-06
aught,79,7.94981353159e-05
pompae,1,1.00630551033e-06
portrait,1,1.00630551033e-06
emptying,3,3.01891653098e-06
thessalian,1,1.00630551033e-06
bourne,1,1.00630551033e-06
issuing,4,4.02522204131e-06
detector,1,1.00630551033e-06
lectures,4,4.02522204131e-06
rigol,2,2.01261102066e-06
expires,1,1.00630551033e-06
taints,5,5.03152755164e-06
moths,1,1.00630551033e-06
mothy,1,1.00630551033e-06
expired,4,4.02522204131e-06
spleen,29,2.91828597995e-05
penitent,14,1.40882771446e-05
denialls,1,1.00630551033e-06
deface,5,5.03152755164e-06
unsettle,2,2.01261102066e-06
passy,1,1.00630551033e-06
violation,4,4.02522204131e-06
couldst,31,3.11954708202e-05
victoress,1,1.00630551033e-06
doigts,4,4.02522204131e-06
sarum,1,1.00630551033e-06
poltroons,1,1.00630551033e-06
mephostophilus,1,1.00630551033e-06
partners,7,7.04413857229e-06
abettor,1,1.00630551033e-06
pass_,1,1.00630551033e-06
based,5,5.03152755164e-06
tire,17,1.71071936756e-05
noteworthy,1,1.00630551033e-06
hopeful,10,1.00630551033e-05
rash,40,4.02522204131e-05
bug,2,2.01261102066e-06
baser,14,1.40882771446e-05
bases,4,4.02522204131e-06
antoniad,1,1.00630551033e-06
tune,68,6.84287747023e-05
infernal,3,3.01891653098e-06
cressets,1,1.00630551033e-06
accessary,4,4.02522204131e-06
commendation,9,9.05674959295e-06
bertram_,1,1.00630551033e-06
bawcock,4,4.02522204131e-06
gray,3,3.01891653098e-06
graz,1,1.00630551033e-06
joyless,3,3.01891653098e-06
sowing,1,1.00630551033e-06
gust,7,7.04413857229e-06
grav,3,3.01891653098e-06
nutmeg,2,2.01261102066e-06
gush,1,1.00630551033e-06
topas,16,1.61008881652e-05
grac,14,1.40882771446e-05
spotted,16,1.61008881652e-05
sensuality,2,2.01261102066e-06
freeze,12,1.20756661239e-05
desperate,62,6.23909416403e-05
humane,7,7.04413857229e-06
underprizing,1,1.00630551033e-06
portent,1,1.00630551033e-06
enforcedly,1,1.00630551033e-06
missing,8,8.05044408262e-06
supernatural,2,2.01261102066e-06
allotted,2,2.01261102066e-06
welkin,19,1.91198046962e-05
buckets,2,2.01261102066e-06
yawning,3,3.01891653098e-06
haughty,14,1.40882771446e-05
flote,1,1.00630551033e-06
diligent,6,6.03783306197e-06
spray,1,1.00630551033e-06
admit,24,2.41513322479e-05
starings,1,1.00630551033e-06
admir,11,1.10693606136e-05
christen,2,2.01261102066e-06
unstate,2,2.01261102066e-06
tribunes,67,6.7422469192e-05
invisible,32,3.22017763305e-05
kings,137,0.000137863854915
aloes,1,1.00630551033e-06
edifies,1,1.00630551033e-06
quit,50,5.03152755164e-05
quip,2,2.01261102066e-06
quis,3,3.01891653098e-06
conjurations,1,1.00630551033e-06
yaw,1,1.00630551033e-06
cowards,31,3.11954708202e-05
quid,1,1.00630551033e-06
aumerle,71,7.14476912333e-05
edified,5,5.03152755164e-06
sars,2,2.01261102066e-06
sprat,1,1.00630551033e-06
glisters,3,3.01891653098e-06
disannul,1,1.00630551033e-06
corresponding,1,1.00630551033e-06
league,37,3.72333038821e-05
spaniel,10,1.00630551033e-05
deanery,1,1.00630551033e-06
chastis,3,3.01891653098e-06
encircled,1,1.00630551033e-06
entreasured,1,1.00630551033e-06
stoics,1,1.00630551033e-06
buckl,1,1.00630551033e-06
pleasance,2,2.01261102066e-06
inhabits,4,4.02522204131e-06
demi,10,1.00630551033e-05
towton,1,1.00630551033e-06
bucks,1,1.00630551033e-06
inhabite,1,1.00630551033e-06
waywardness,1,1.00630551033e-06
trooping,1,1.00630551033e-06
guiltier,2,2.01261102066e-06
limehouse,1,1.00630551033e-06
fortification,1,1.00630551033e-06
strange,268,0.000269689876768
underground,1,1.00630551033e-06
wranglers,1,1.00630551033e-06
nightly,24,2.41513322479e-05
witnesseth,2,2.01261102066e-06
magician,5,5.03152755164e-06
bubukles,1,1.00630551033e-06
hecate,13,1.30819716343e-05
spavin,1,1.00630551033e-06
well,2392,0.0024070827807
amends,25,2.51576377582e-05
drone,5,5.03152755164e-06
osric,33,3.32080818408e-05
stirrups,1,1.00630551033e-06
spherical,3,3.01891653098e-06
suff,12,1.20756661239e-05
insinuating,4,4.02522204131e-06
mistaken,9,9.05674959295e-06
mistakes,6,6.03783306197e-06
dost,448,0.000450824868627
vidi,1,1.00630551033e-06
whitebread,1,1.00630551033e-06
tenner,1,1.00630551033e-06
imparts,1,1.00630551033e-06
_pardonnez,1,1.00630551033e-06
maintaining,1,1.00630551033e-06
swellings,1,1.00630551033e-06
clouded,6,6.03783306197e-06
kinswoman,3,3.01891653098e-06
edmundsbury,3,3.01891653098e-06
assyrian,2,2.01261102066e-06
furnishd,1,1.00630551033e-06
livia,2,2.01261102066e-06
immediately,19,1.91198046962e-05
cowslips,2,2.01261102066e-06
starry,1,1.00630551033e-06
aptest,1,1.00630551033e-06
clown,364,0.000366295205759
starre,1,1.00630551033e-06
divest,2,2.01261102066e-06
page,446,0.000448812257606
adversity,9,9.05674959295e-06
988,1,1.00630551033e-06
gillian,1,1.00630551033e-06
980,1,1.00630551033e-06
985,1,1.00630551033e-06
hush,21,2.11324157169e-05
cophetua,3,3.01891653098e-06
peter,89,8.95611904192e-05
drizzle,1,1.00630551033e-06
competitor,4,4.02522204131e-06
hornebooke,1,1.00630551033e-06
costermongers,1,1.00630551033e-06
venturous,5,5.03152755164e-06
warranties,4,4.02522204131e-06
unchain,1,1.00630551033e-06
hinder,15,1.50945826549e-05
